id,level1,level2,level3,level4,testscripts,processflow
N947,Project Management & Control,Project Monitoring & Control,Project Change Request Tracking & Control,Identification & creation of change requests,,
N948,Project Management & Control,Project Monitoring & Control,Project Change Request Tracking & Control,Details costs estimation of change request,,
N949,Project Management & Control,Project Monitoring & Control,Project Change Request Tracking & Control,Project and budget update,,
N950,Project Management & Control,Project Monitoring & Control,Project Change Request Tracking & Control,Approval process for CRs,,
N951,Project Management & Control,Project Monitoring & Control,Project Change Request Tracking & Control,Settlement of changes requested,,
N952,Plan to Deliver,Master Data,Product Master, Product set up for MRP Planning,,
N953,Plan to Deliver,Master Data,Product Master, Product set up for External Planning,,
N954,Plan to Deliver,Master Data,Product Master, Product set up for Variant Configuration,,
N955,Plan to Deliver,Master Data,Product Master, Product set up for Product Variant,,
N956,Plan to Deliver,Master Data,Product Master, Product set up for Repetitive Manufacturing,,
N957,Plan to Deliver,Master Data,Product Master, Product set up for Quality Inspection Data,,
N958,Plan to Deliver,Master Data,Product Master, Product set up for Inhouse Manufacturing,,
N959,Plan to Deliver,Master Data,Product Master,Product set up for Batch Management,,
N960,Plan to Deliver,Master Data,Product Master,Product set up for serial Number Management,,
N961,Plan to Deliver,Master Data,Product Master,Product set up with Revisions,,
N962,Plan to Deliver,Master Data,Product Master,Product set up with Engineering Change Management,,
N963,Plan to Deliver,Master Data,Product Structure,Create Engineering BOM,,
N964,Plan to Deliver,Master Data,Product Structure,Create Production BOM (with Documents),,
N965,Plan to Deliver,Master Data,Product Structure,Create Costing BOM,,
N966,Plan to Deliver,Master Data,Product Structure,Create Order BOM,,
N967,Plan to Deliver,Master Data,Product Structure,Create WBS BOM,,
N968,Plan to Deliver,Master Data,Product Structure,Sales Relevent BOM Item,,
N969,Plan to Deliver,Master Data,Product Structure,Create BOM with Engineering Change Management,,
N970,Plan to Deliver,Master Data,Manufacturing Unit,Define Work Center Category,,
N971,Plan to Deliver,Master Data,Manufacturing Unit,Define Work Center Capacities,,
N972,Plan to Deliver,Master Data,Manufacturing Unit,Create Work center with Pooled Capacity,,
N973,Plan to Deliver,Master Data,Manufacturing Unit,Create Work Center Hierarchy,,
N974,Plan to Deliver,Master Data,Route Planning/Routing,Create Rough Cut Planning Data,,
N975,Plan to Deliver,Master Data,Manufacturing Unit,Create Work center with Backflush ,,
N976,Plan to Deliver,Master Data,Manufacturing Unit,Create Work Center with Replenishment Area,,
N977,Plan to Deliver,Master Data,Route Planning/Routing,Create Routings for Production,,
N978,Plan to Deliver,Master Data,Route Planning/Routing,Create Reference Routing,,
N979,Plan to Deliver,Master Data,Route Planning/Routing,Create Order Routings,,
N980,Plan to Deliver,Master Data,Route Planning/Routing,Create Rotuings with Engineering Change Management,,
N981,Plan to Deliver,Master Data,VC Master Data,Create Product for Variant Configuration,,
N982,Plan to Deliver,Master Data,VC Master Data,Create Product Variant,,
N983,Plan to Deliver,Master Data,VC Master Data,Create Class- Configurable,,
N984,Plan to Deliver,Master Data,VC Master Data,Create Class- Variant,,
N985,Plan to Deliver,Master Data,VC Master Data,Create Product Feactures and Options,,
N986,Plan to Deliver,Master Data,VC Master Data,Create Configuration dependencies,,
N987,Plan to Deliver,Master Data,VC Master Data,Carry Simulation Testing,,
N988,Plan to Deliver,Master Data,VC Master Data,Perform Variant Matching,,
N989,Plan to Deliver,Master Data,VC Master Data,Create Complex Dependencies,,
N990,Plan to Deliver,Master Data,VC Master Data,Create Configuration Profile,,
N991,Plan to Deliver,Master Data,VC Master Data,Define Variant Functions,,
N992,Plan to Deliver,Master Data,VC Master Data,Define Variant Table,,
N993,Plan to Deliver,Master Data,VC Master Data,Create Variant Condition for Pricing,,
N994,Plan to Deliver,Master Data,VC Master Data,Create Super BOM,,
N995,Plan to Deliver,Master Data,VC Master Data,Create Super Routings,,
N996,Plan to Deliver,Master Data,VC Master Data,Define Change Management for Variant Configuration Objects,,
N997,Plan to Deliver,Master Data,Product Structure,Create BOM with Reference Point (For Project assignment) ,,
N998,Plan to Deliver,Master Data,Route Planning/Routing,Create Rate Routing,,
N999,Plan to Deliver,Planning Process,Planning Process Execution,Perform Sales and Operations Planning,,
N1000,Plan to Deliver,Planning Process,Demands for Planning Process,Acknowledge Forecast Requirements from Sales & Operation Planning,,
N1001,Plan to Deliver,Planning Process,Demands for Planning Process,Acknowledge Forecast Requirements,,
N1002,Plan to Deliver,Planning Process,Demands for Planning Process,Acknowledge Requirements from Demand Management (Planned Independent Requirements),,
N1003,Plan to Deliver,Planning Process,Demands for Planning Process,Acknowledge Requirement from External Planning System ,,
N1004,Plan to Deliver,Planning Process,Demands for Planning Process,Acknowledge Sales Order requirements,,
N1005,Plan to Deliver,Planning Process,Demands for Planning Process,Acknowledge Customer Indepedent Requirements,,
N1006,Plan to Deliver,Planning Process,Demands for Planning Process,Acknowledge Product Reservations,,
N1007,Plan to Deliver,Planning Process,Demands for Planning Process,Acknowledge stock Transfer Requirements,,
N1008,Plan to Deliver,Planning Process,Demands for Planning Process,Acknowledge Safety Stock requirements,,
N1009,Plan to Deliver,Planning Process,Demands for Planning Process,Acknowledge Stock Transfer Requirements from external systems,,
N1010,Plan to Deliver,Planning Process,Planning Process Output,Evaluate Long Term Planning List,,
N1011,Plan to Deliver,Planning Process,Planning Process Execution,Perform Long Term Capacity Evaluation,,
N1012,Plan to Deliver,Planning Process,Planning Process Execution,Perform Master Planning Scheduling ,,
N1013,Plan to Deliver,Planning Process,Planning Process Output, Evaluate Planning Output List,,
N1014,Plan to Deliver,Planning Process,Planning Process Execution,Perform Material Requirement Planning,,
N1015,Plan to Deliver,Planning Process,Planning Process Execution,Perform Planning in External Systems,,
N1016,Plan to Deliver,Planning Process,Planning Process Execution,Perform Planning Run Manual Execution,,
N1017,Plan to Deliver,Planning Process,Planning Process Output,Evaluate Planned Order ,,
N1018,Plan to Deliver,Planning Process,Planning Process Output,Evaluate Purchase Requisition,,
N1019,Plan to Deliver,Planning Process,Planning Process Output,Evaluate Stock Transfer Purchase requisition,,
N1020,Plan to Deliver,Planning Process,Planning Process Output,Auto Purchase Order,,
N1021,Plan to Deliver,Planning Process,Planning Process Output,Evaluate Scheduling Line,,
N1022,Plan to Deliver,Planning Process,Planning Process Output,Evaluate Scheduling Agreement,,
N1023,Plan to Deliver,Planning Process,Planning Process Execution,Check Planning Scope,,
N1024,Plan to Deliver,Planning Process,Demands for Planning Process,Perform Demand Forecast Accuracy check,,
N1025,Plan to Deliver,Planning Process,Planning Process Execution,Perform Storage area specific Planning ,,
N1026,Plan to Deliver,Planning Process,Planning Process Execution,Perform Re-order Point Planning,,
N1027,Plan to Deliver,Planning Process,Planning Process Execution,Perform Forecast Based Planning ,,
N1028,Plan to Deliver,Planning Process,Planning Process Execution,Perform Time Phased Planning,,
N1029,Plan to Deliver,Planning Process,Planning Process Execution,Perform Consumption Based Planning,,
N1030,Plan to Deliver,Planning Process,Planning Process Execution,Perform Storage Location Planning,,
N1031,Plan to Deliver,Planning Process,Planning Process Execution,Perform Planning at Subcontract Area ,,
N1032,Plan to Deliver,Planning Process,Planning Process Execution,MRP execution for project specific products,,
N1033,Plan to Deliver,Planning Process,Demands for Planning Process,Create Planning Scenario for Long Term Planning,,
N1034,Plan to Deliver,Capacity Planning,Capacity Dispatching and Leveling,Capacity leveling and order dispatching,,
N1035,Plan to Deliver,Capacity Planning,Resource Load,Analyze resource overload,,
N1036,Plan to Deliver,Capacity Planning,Capacity Evaluation,Manufacturing order List with Load,,
N1037,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Creation,Create Manufacturing Order from Planned Order,,
N1038,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Creation,Manufacturing Order created Manually,,
N1039,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Creation,Create Manufacturing Order without Material,,
N1040,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Pre-release,Manufacturing order processing- Planned Cost ,,
N1041,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Pre-release,Manufacturing order processing - check Material Availablity,,
N1042,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Pre-release,Manufacturing order processing- scheduling,,
N1043,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Pre-release,Manufacturing order processing- Pick List Print,,
N1044,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Pre-release,Manufacturing order processing - Validate documents,,
N1045,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Release,Release Manufacturing Order,,
N1046,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Release,Manufacturing Order processing- Update Batch (If applicable),,
N1047,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Change Mgt,Manufacturing Order processing - change execution,,
N1048,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Goods issue,Perfome Goods issue for Manufacturing Order ,,
N1049,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Goods issue,Perform Goods Issue via backflush for Manufacturing Order ,,
N1050,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Goods issue,Manufacturing Order - Manage material shortage ,,
N1051,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Goods issue,Perform in-process inspection for Manufacturing Order,,
N1052,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Confirmation,Carry out Manufacturing Order  confirmation,,
N1053,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Confirmation,Carry out Manufacturing Order confirmation using Bar Code,,
N1054,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Confirmation,Carry out Manufacturing Order final confirmation ,,
N1055,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Confirmation,Carry out Manufacturing Order milestone confirmation ,,
N1056,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Confirmation,Carry out Manufacturing Order milestone confirmation with scrap,,
N1057,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Confirmation,Perform final inspection for Manufacturing Order,,
N1058,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Delivery,Perform Manufacturing Order delivery manually,,
N1059,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Delivery,Perform Manufacturing Order delivery (automatic),,
N1060,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Delivery,Perform Manufacturing Order delivery (automatic using bar code),,
N1061,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Delivery,Carry out Manufacturing Order error processing,,
N1062,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Delivery,Trace material batches (if applble.) for manufacturing order,,
N1063,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Technical Completion,Complete Manufacturing Order ,,
N1064,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Settlement,Perform Variance Calculation for Manufacturing Order,,
N1065,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Settlement,Perform settlement for Manufacturing Order,,
N1066,Plan to Deliver,MTS- Discrete Manufacturing, Manufacturing Order Closure,Close Manufacturing Order,,
N1067,Plan to Deliver,MTS- Repetitive Manufacturing,Product Cost Collector,Create Product Cost Collector for Product Version,,
N1068,Plan to Deliver,MTS- Repetitive Manufacturing,Demand for Planning,Analyze Demand Elements for planning,,
N1069,Plan to Deliver,MTS- Repetitive Manufacturing,Material Requriement Planning,Create Planned Order for Repetitive Mfg,,
N1070,Plan to Deliver,MTS- Repetitive Manufacturing,Planned Order Execution,Perform Material Staging ,,
N1071,Plan to Deliver,MTS- Repetitive Manufacturing,Planned Order Execution,"Perform backflush for planned order (Confirmation, Backflush and Delivery)",,
N1072,Plan to Deliver,MTS- Repetitive Manufacturing,Planned Order Execution,Carry out Error processing of Components,,
N1073,Plan to Deliver,MTS- Repetitive Manufacturing,Planned Order Execution,Update and Collect  Actual Cost in Product Cost Collector,,
N1074,Plan to Deliver,MTS- Configurable Material,Demand Planning,Create Requirement for Material Variant,,
N1075,Plan to Deliver,MTS- Configurable Material,Material Requriement Planning,Execute MRP Run,,
N1076,Plan to Deliver,MTS- Configurable Material,Planned Order Execution,Create Planned Order for Material Variant,,
N1077,Plan to Deliver,MTS- Configurable Material,Planned Order Execution,Validate product configuration,,
N1078,Plan to Deliver,MTS- Configurable Material,Planned Order Execution,Convert Planned Order to Manufacturing Order,,
N1079,Plan to Deliver,MTS- Configurable Material,Manufacturing Order Execution,Manufacturing Order Execution Steps,,
N1080,Plan to Deliver,MTO- Make to Order,Demand Planning,Create Customer Independent Requirement,,
N1081,Plan to Deliver,MTO- Make to Order,Quotation and Order Processing,Quotation and Order Processing - steps,,
N1082,Plan to Deliver,MTO- Make to Order,Sales Order Planning,Carry out planning wrt Sales Order,,
N1083,Plan to Deliver,MTO- Make to Order,Sales Order Planning,Create Planned Order specific to Sales order,,
N1084,Plan to Deliver,MTO- Make to Order,Manufacturing Order Processing,Convert Planned Order to Manufacturing Order,,
N1085,Plan to Deliver,MTO- Make to Order,Manufacturing Order Processing,Validate Manufacturing  Order assignment to Sales Order,,
N1086,Plan to Deliver,MTO- Make to Order,Manufacturing Order Execution,Manufacturing Order Execution Steps,,
N1087,Plan to Deliver,CTO- Configure to Order,Demand Planning,Create Customer Independent Requirements,,
N1088,Plan to Deliver,CTO- Configure to Order,Demand Planning,Perform Charaterisitcs Based Planning,,
N1089,Plan to Deliver,CTO- Configure to Order,Quotation and Order Processing,Quotation and Order Processing- steps,,
N1090,Plan to Deliver,CTO- Configure to Order,Sales Order Planning,Carry out Planning wrt Sales Order,,
N1091,Plan to Deliver,CTO- Configure to Order,Sales Order Planning,Create Planned Order specific to Sales order,,
N1092,Plan to Deliver,CTO- Configure to Order,Sales Order Planning,Validate Product Configuration,,
N1093,Plan to Deliver,CTO- Configure to Order,Manufacturing Order Processing,Convert Planned Order to Manufacturing Order,,
N1094,Plan to Deliver,CTO- Configure to Order,Manufacturing Order Processing,Validate Manufacturing  Order assignment to Sales Order,,
N1095,Plan to Deliver,CTO- Configure to Order,Manufacturing Order Processing,Validate Product Configuration,,
N1096,Plan to Deliver,CTO- Configure to Order,Manufacturing Order Execution,Manufacturing Order Execution -  Steps,,
N1097,Plan to Deliver,ETO- Manufacturing Execution,Product Structure,Bill of Material Creation and updates ,,
N1098,Plan to Deliver,ETO- Manufacturing Execution,Product Structure,Transfer Production BOM to WBS Element / Order BOM from Sales order configuration at Project - WBS,,
N1099,Plan to Deliver,ETO- Manufacturing Execution,Demand Planning,Requirements for semifinish goods / Reservations from Parent Material,,
N1100,Plan to Deliver,ETO- Manufacturing Execution,Material Requriement Planning,MRP execution for project specific products,,
N1101,Plan to Deliver,ETO- Manufacturing Execution,Manufacturing Order Processing,Planned order specific to WBS ,,
N1102,Plan to Deliver,ETO- Manufacturing Execution,Manufacturing Order Processing,Validate Product Configuration - if applicable,,
N1103,Plan to Deliver,ETO- Manufacturing Execution,Manufacturing Order Execution,Manufacturing Order Execution -  Steps,,
N1104,Plan to Deliver,Contract Manufacturing,Routing,Create Routing with External Processing Operation,,
N1105,Plan to Deliver,Contract Manufacturing,Manufacturing Order,Manufacturing Order Release,,
N1106,Plan to Deliver,Contract Manufacturing,Purchase Requisition,Purchase Requistion for External Services,,
N1107,Plan to Deliver,Contract Manufacturing,External Service,Service Purchase Process,,
N1108,Plan to Deliver,Subcontract Manufacturing,Routing,Create Routing with Subcontract Operation,,
N1109,Plan to Deliver,Subcontract Manufacturing,Manufacturing Order,Manufacturing Order Release,,
N1110,Plan to Deliver,Subcontract Manufacturing,Purchase Requisition,Check Purchase Requistion with Item Category- Subcontract,,
N1111,Plan to Deliver,Subcontract Manufacturing,Subcontract Purchasing,Subcontracting Purchase Process,,
N1112,Plan to Deliver,Kanban,Kanban process set up,"Set up Supply Area, Bin / Pallet with Qty",,
N1113,Plan to Deliver,Kanban,Demand Source,"Requirements, Replenishment trigger, Reservations, JIT Signal",,
N1114,Plan to Deliver,Kanban,Planning at Supply Source,"Define Replenishment Strategies- Pur Req., Stk Trf Req, Prod. Order",,
N1115,Plan to Deliver,Kanban,Fullfillment Process,"Perform Purchase Process, Stock Transfer Process, Mfg, Exe Process",,
N1116,Plan to Deliver,Kanban,Stock Monitoring,"Monitor Status of Bins, Pallets, etc..",,
N1117,Plan to Deliver,Rework Process,Rework Identification,Identify Rework during Operation Confirmation,,
N1118,Plan to Deliver,Rework Process,Rework Processing,Create Rework order ,,
N1119,Plan to Deliver,Rework Process,Rework Processing,Check Repair issued material or issue new material,,
N1120,Plan to Deliver,Rework Process,Rework Processing,Perform Order confirmation,,
N1121,Plan to Deliver,Rework Process,Rework Processing,Check Settlement cost to Primary Order,,
N1122,Enterprise Asset Management,Master Data ,Characteristics Master Data ,Characteristics - Maintain,,
N1123,Enterprise Asset Management,Master Data ,Class Master Data ,Class - Maintain,,
N1124,Enterprise Asset Management,Master Data ,Work Center Master Data ,Work Center - Maintain,,
N1125,Enterprise Asset Management,Master Data ,Functional Location Master Data ,Functional Location - Maintain,,
N1126,Enterprise Asset Management,Master Data ,Equipment Master Data ,Equipment - Maintain,,
N1127,Enterprise Asset Management,Master Data ,Measuring Point Master Data ,Measuring Point - Maintain,,
N1128,Enterprise Asset Management,Master Data ,Catalogue Master Data,Catalogue Code Group and Code - Maintain,,
N1129,Enterprise Asset Management,Master Data ,Master Inspection characteristics,Maintain MIC,,
N1130,Enterprise Asset Management,Master Data ,Master Inspection characteristics,Maintain version of MIC,,
N1131,Enterprise Asset Management,Master Data ,Functional Location Task List Master Data ,Functional Location Task List- Maintain,,
N1132,Enterprise Asset Management,Master Data ,Equipment Task List Master Data ,Equipment Task List- Maintain,,
N1133,Enterprise Asset Management,Master Data ,General Task List Master Data ,General Task List- Maintain,,
N1134,Enterprise Asset Management,Master Data ,Bill of Material,Bill of Material- Maintain,,
N1135,Enterprise Asset Management,Master Data ,Equipment Bill of Material,Equipment Bill of Material- Maintain,,
N1136,Enterprise Asset Management,Master Data ,Maintenance Plan,Maintenance Plan - Maintain,,
N1137,Enterprise Asset Management,Breakdown Maintenance Process,Notification Process,Create Breakdown Notification,,
N1138,Enterprise Asset Management,Breakdown Maintenance Process,Notification Process,Release Breakdown Notification,,
N1139,Enterprise Asset Management,Breakdown Maintenance Process,Maint. Order - Creation,Create a Breakdown Maintenance order,,
N1140,Enterprise Asset Management,Breakdown Maintenance Process,Maint. Order - Execution,Update Maintenance Order,,
N1141,Enterprise Asset Management,Breakdown Maintenance Process,Maint. Order - Execution,Planning of Resources (Material / Tools / Manpower / Services),,
N1142,Enterprise Asset Management,Breakdown Maintenance Process,Maint. Order - Execution,Maintenance Order Resource Scheduling,,
N1143,Enterprise Asset Management,Breakdown Maintenance Process,Maint. Order - Execution,Change Maintenance order – Release,,
N1144,Enterprise Asset Management,Breakdown Maintenance Process,Maint. Order - Execution,"Print Maintenance Order (Material Issue Slip, Permits etc.,)",,
N1145,Enterprise Asset Management,Breakdown Maintenance Process,Goods Movement Process,Goods Issue to Order (Internal Material),,
N1146,Enterprise Asset Management,Breakdown Maintenance Process,Maint. Order process - Time Confirmation ,Post Labour Time Confirmation (Internal Labour) through CATS,,
N1147,Enterprise Asset Management,Breakdown Maintenance Process,Procurement Process,External Procurement Process (Material / Services),,
N1148,Enterprise Asset Management,Breakdown Maintenance Process,Procurement Process,Purchase Order process (PR from Order),,
N1149,Enterprise Asset Management,Breakdown Maintenance Process,Goods Movement Process,Good Receipt against PO,,
N1150,Enterprise Asset Management,Breakdown Maintenance Process,Procurement Process,Create Service entry sheet (External Service),,
N1151,Enterprise Asset Management,Breakdown Maintenance Process,Procurement Process,Accept service entry sheet (External Service),,
N1152,Enterprise Asset Management,Breakdown Maintenance Process,Procurement Invoice,Post Invoice for external procurement/service,,
N1153,Enterprise Asset Management,Breakdown Maintenance Process,Notification Process,Enter Catalogue data in Notification,,
N1154,Enterprise Asset Management,Breakdown Maintenance Process,Notification Process,Technical Completion of Order/Notification,,
N1155,Enterprise Asset Management,Breakdown Maintenance Process,Breakdown Maintenance - Settlement Process,Order settlement,,
N1156,Enterprise Asset Management,Breakdown Maintenance Process,Breakdown Maintenance - Business Completion,Business Completion,,
N1157,Enterprise Asset Management,Condition Based Maintenance,Measuring Point/Document,Create Measuring Point,,
N1158,Enterprise Asset Management,Condition Based Maintenance,Measuring Point/Document,Create Measurement document,,
N1159,Enterprise Asset Management,Condition Based Maintenance,Notification Process,Create Notification (Auto creation from Meas. Document),,
N1160,Enterprise Asset Management,Condition Based Maintenance,Notification Process,Release Notification,,
N1161,Enterprise Asset Management,Condition Based Maintenance,Condition Based Order - Creation,Create Maintenance Order ,,
N1162,Enterprise Asset Management,Condition Based Maintenance,Condition Based Order - Execution,Planning of Resources (Material / Tools / Manpower / Services),,
N1163,Enterprise Asset Management,Condition Based Maintenance,Condition Based Order - Execution,Maintenance Orde Resource Scheduling,,
N1164,Enterprise Asset Management,Condition Based Maintenance,Condition Based Order - Execution,Release the Order for execution,,
N1165,Enterprise Asset Management,Condition Based Maintenance,Procurement Process,Purchase Order process (PR from Order),,
N1166,Enterprise Asset Management,Condition Based Maintenance,Goods Movement Process,Goods Issue to Order (Internal Material),,
N1167,Enterprise Asset Management,Condition Based Maintenance,Procurement Process,Create Service entry sheet (External Service),,
N1168,Enterprise Asset Management,Condition Based Maintenance,Procurement Process,Accept service entry sheet (External Service),,
N1169,Enterprise Asset Management,Condition Based Maintenance,Condition Based Order - Time Confirmation,Post Labour Time Confirmation (Internal Labour) through CATS,,
N1170,Enterprise Asset Management,Condition Based Maintenance,Notification Process,Notification completion,,
N1171,Enterprise Asset Management,Condition Based Maintenance,Condition Based Order - Completion,Technical Completion of Order,,
N1172,Enterprise Asset Management,Condition Based Maintenance,Condition Based Order - Settlement,Order Settlement,,
N1173,Enterprise Asset Management,Condition Based Maintenance,Condition Based Order - Business Completion,Business Completion,,
N1174,Enterprise Asset Management,Shutdown Maintenance Process,Revision Process,Create Revision for shutdown,,
N1175,Enterprise Asset Management,Shutdown Maintenance Process,Project & WBS Element ,Create Project & WBS element for shutdown,,
N1176,Enterprise Asset Management,Shutdown Maintenance Process,Notification Process,Create a Shutdown maintenance Notification with Revision,,
N1177,Enterprise Asset Management,Shutdown Maintenance Process,Notification Process,Release the Notification,,
N1178,Enterprise Asset Management,Shutdown Maintenance Process,Notification Process,Create Maintenance order thorough Notification ,,
N1179,Enterprise Asset Management,Shutdown Maintenance Process,Overhaul/Shutdown Maintenance Process,Assign the WBS element to Maintenance order,,
N1180,Enterprise Asset Management,Shutdown Maintenance Process,Overhaul/Shutdown Maintenance Process,Planning of Resources (Material / Tools / Manpower / Services),,
N1181,Enterprise Asset Management,Shutdown Maintenance Process,Overhaul/Shutdown Maintenance Process,Maintenance Order Resource Scheduling,,
N1182,Enterprise Asset Management,Shutdown Maintenance Process,Overhaul/Shutdown Maintenance Process,Change Maintenance order – Release ,,
N1183,Enterprise Asset Management,Shutdown Maintenance Process,Procurement Process,Purchase Order process (PR from Order),,
N1184,Enterprise Asset Management,Shutdown Maintenance Process,Goods Movement Process,Goods Issue to Order (Internal Material),,
N1185,Enterprise Asset Management,Shutdown Maintenance Process,Procurement Process,Create Service entry sheet (External Service),,
N1186,Enterprise Asset Management,Shutdown Maintenance Process,Procurement Process,Accept service entry sheet (External Service),,
N1187,Enterprise Asset Management,Shutdown Maintenance Process,Overhaul/Shutdown Maint. Process - Time Confirmation,Post Labour Time Confirmation (Internal Labour) through CATS,,
N1188,Enterprise Asset Management,Shutdown Maintenance Process,Notification Process,Enter Catalogue details in Notification,,
N1189,Enterprise Asset Management,Shutdown Maintenance Process,Notification Process,Complete Notification,,
N1190,Enterprise Asset Management,Shutdown Maintenance Process,Overhaul/Shutdown Maintenance Process,Technical Completion of Order,,
N1191,Enterprise Asset Management,Shutdown Maintenance Process,Overhaul/Shutdown Maintenance Process,Settle the Order cost to WBS Element,,
N1192,Enterprise Asset Management,Shutdown Maintenance Process,Overhaul/Shutdown Maintenance Process,Business Completion,,
N1193,Enterprise Asset Management,Calibration Maintenance Process,Equipment Master Data ,Equipment - Maintain,,
N1194,Enterprise Asset Management,Calibration Maintenance Process,Master Inspection Characteristics,Create Master Inspection characteristics (MIC),,
N1195,Enterprise Asset Management,Calibration Maintenance Process,Maintenance Strategy,Create Maintenance Strategy,,
N1196,Enterprise Asset Management,Calibration Maintenance Process,Task List Master,Create Equipment task list /General maintenance task list,,
N1197,Enterprise Asset Management,Calibration Maintenance Process,Task List Master,Assign MIC to Task List operations,,
N1198,Enterprise Asset Management,Calibration Maintenance Process,Maintenance Plan,Create Calibration Maintenance plan,,
N1199,Enterprise Asset Management,Calibration Maintenance Process,Maintenance Plan - Schedule,Schedule maintenance plan,,
N1200,Enterprise Asset Management,Calibration Maintenance Process,Maintenance Plan - Schedule,Deadline monitoring (Background job),,
N1201,Enterprise Asset Management,Calibration Maintenance Process,Calibration Order - Execution,Change Calibration Order – Release,,
N1202,Enterprise Asset Management,Calibration Maintenance Process,Calibration Order - Execution,Inspection lot creation (backend),,
N1203,Enterprise Asset Management,Calibration Maintenance Process,Calibration Results,Results Recording,,
N1204,Enterprise Asset Management,Calibration Maintenance Process,Calibration Usage Decision,Usage Decision,,
N1205,Enterprise Asset Management,Calibration Maintenance Process,Calibration Order - Time Confirmation,Post Labour Time Confirmation (Internal Labour) through CATS,,
N1206,Enterprise Asset Management,Calibration Maintenance Process,Calibration Order - Completion,Technical Completion Order,,
N1207,Enterprise Asset Management,Calibration Maintenance Process,Calibration Order - Settlement,Order settlement,,
N1208,Enterprise Asset Management,Calibration Maintenance Process,Calibration Business Completion,Business Completion,,
N1209,Enterprise Asset Management,Refurbishment Process,Refurbishment Order - Creation,Create Refurbishment Order,,
N1210,Enterprise Asset Management,Refurbishment Process,Refurbishment Order - Creation,"Enter from & To Plant, Valuation type details",,
N1211,Enterprise Asset Management,Refurbishment Process,Refurbishment Order - Execution,Release Refurbishment Order,,
N1212,Enterprise Asset Management,Refurbishment Process,Goods Movement Process,Issue Damaged material to Refurbishment Order,,
N1213,Enterprise Asset Management,Refurbishment Process,Goods Movement Process,Issue Materials Required for Repair,,
N1214,Enterprise Asset Management,Refurbishment Process,Goods Movement Process,Receive Materials Required for Repair,,
N1215,Enterprise Asset Management,Refurbishment Process,Refurbishment Order - Time Confirmation,Post Labour Time Confirmation (Internal Labour) through CATS,,
N1216,Enterprise Asset Management,Refurbishment Process,Refurbishment Order - Execution,Return Refurbished Material to Stock (valuation type “Repaired”),,
N1217,Enterprise Asset Management,Refurbishment Process,Refurbishment Order - Settlement ,Settle Refurbishment Order Cost,,
N1218,Enterprise Asset Management,Refurbishment Process,Refurbishment Order - Completion,Complete Refurbishment Order,,
N1219,Enterprise Asset Management,General Maintenance Process,Notification Process,Create General Notification,,
N1220,Enterprise Asset Management,General Maintenance Process,Notification Process,Release General Notification,,
N1221,Enterprise Asset Management,General Maintenance Process,General Work Order Creation,Create a General Maintenance order,,
N1222,Enterprise Asset Management,General Maintenance Process,General Work Order Creation,Change Maintenance Order,,
N1223,Enterprise Asset Management,General Maintenance Process,General Work Order Execution,Planning of Resources (Material / Tools / Manpower / Services),,
N1224,Enterprise Asset Management,General Maintenance Process,General Work Order Execution,Maintenance Order Resource Scheduling,,
N1225,Enterprise Asset Management,General Maintenance Process,General Work Order Execution,Change Maintenance order – Release,,
N1226,Enterprise Asset Management,General Maintenance Process,General Work Order Execution,"Print Maintenance Order (Material Issue Slip, Permits etc.,)",,
N1227,Enterprise Asset Management,General Maintenance Process,Procurement Process,External Procurement Process (Material / Services),,
N1228,Enterprise Asset Management,General Maintenance Process,Procurement process,Purchase Order process (PR from Order),,
